id,track_name,artist_names,source,release_date,duration,days_on_chart,rank,streams,genre
54UNNgtE3zzERwTuWSQLqd,có hẹn với thanh xuân,"MONSTAR, GREY D, VƯƠNG BÌNH",Yin Yang Media,2021-08-01,218,1156,1898,37434156,Khác
0zCGKGZB5aySnQQSHWRGIT,có hẹn với thanh xuân,"MONSTAR, GREY D, VƯƠNG BÌNH",Yin Yang Media,2021-07-18,218,15,1899,37434156,Khác
3ukrFH17Zl6iEZ2QJ1Zwiy,Don't Côi,"RPT Orijinn, Ronboogz",Rapital,2022-11-20,149,768,1900,37361661,Khác
2FjjM4a4ISKFqC3sMfIj9j,Don't Côi,"RPT Orijinn, Ronboogz",Rapital,2022-11-20,147,37,1901,37361661,Khác
5hvwx5i67IwnCkjl9VHkNv,Diamonds,Sam Smith,PLG - Capitol,2020-03-24,178,28,1902,37172722,Nhạc nước ngoài
4qJSUFwZFouto5VZUlln75,Thích Quá Rùi Nà,"tlinh, Trung Trần",Universal Music Indochina Distributed Labels,2023-07-14,178,1597,1903,37172722,Khác
3sV8ExJeOGXbanczafavZv,Bigcityboi (feat. Touliver),"Binz, Touliver",Spacespeakers,2020-07-11,270,517,1904,37151084,Khác
3y4q6bBdbXsTIaPiwiiUfy,3am,ROSÉ,Atlantic Records,2024-12-06,154,58,1905,37098085,Nhạc Hàn
0ohcCrxZkBfFbkuRPOZQZX,dancing in the kitchen,LANY,Polydor Records,2021-07-14,269,7,1906,37095162,Nhạc nước ngoài
2eqehaP6hg04FQ82CLErFd,Love Again,NCT DREAM,SM Entertainment,2020-04-29,227,2,1907,37054577,Nhạc Hàn
2vT4jc3nAqE9R76lIeC9pN,Mượn Rượu Tỏ Tình,"King Of Rap, Emily, HIEUTHUHAI, 24k.Right",Universal Music Indochina Distributed Labels,2020-12-15,168,12,1908,36710341,Khác
20pl0RVGT7P6L1Jr9p51nw,Trust Fund Baby,TOMORROW X TOGETHER,Republic Records - TXT,2022-05-09,156,7,1909,36693866,Nhạc Hàn
5GXCpnyiCviIiAiZn13tzn,SO FAR,Binz,WM Vietnam,2018-03-01,254,328,1910,36635015,Nhạc nước ngoài
1w3eUC89GPspKpi62tPwjt,Nàng Thơ,Hoàng Dũng,Yin Yang Media,2020-12-16,254,1328,1911,36635015,Nhạc Việt
6pZI0hE72OTSbsG12p8Fx4,Chú Chó Trên Ô Tô (feat. Tlinh),"RAP VIỆT, tlinh",WM Vietnam,2018-03-01,254,55,1912,36635015,Khác
0yofHdFXozkLelQzMgkao4,Y.E.U (L.O.V.E) [Edm Version],MIN,St.319 Entertainment,2018-03-13,229,33,1913,36124979,Nhạc Việt
6uxuJ8Fr1AAfSPJUF9N1yr,Bước Qua Mùa Cô Đơn,Vũ.,WM Vietnam,2022-09-09,279,1502,1914,36059538,Nhạc Việt
0M7ai1yfYyb4OlyRgdmtTK,Intro,j-hope,BIGHIT MUSIC,2022-07-15,59,18,1915,35980263,Nhạc Hàn
1bG6Q8sR8jda7ryI365y8o,Những Lời Hứa Bỏ Quên,"Vũ., Dear Jane",WM Vietnam,2023-12-14,236,276,1916,35947097,Khác
1LJyhnPdYGRLerwJd8CmL1,Những Lời Hứa Bỏ Quên,"Vũ., Dear Jane",WM Vietnam,2024-09-27,236,414,1917,35947097,Khác
3Wu4lFjkhcXxB6WWaX9gtr,What Do I Call You,TAEYEON,SM Entertainment,2021-02-25,197,1,1918,35770002,Nhạc Hàn
1EmMFSLRVkOszCa4ul9z0F,3107 3,"W/N, Duongg, Nau, titie",Universal Music Indochina Distributed Labels,2021-07-31,240,1281,1919,35763154,Khác
5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",Universal Records,2019-01-07,217,169,1920,35745734,Khác
77n3jFGqPPxYrEGwrWylNv,gameboy,ROSÉ,Atlantic Records,2024-12-06,167,58,1921,35716005,Nhạc Hàn
1pfgsjmxVZhoZpeDx6POKv,Bones (feat. OneRepublic),"Galantis, OneRepublic",Big Beat Records,2019-01-30,182,8,1922,35593273,Khác
1o6cYDMHvKOfizi4d9Lqxr,id 072019,W/N,Universal Music Indochina Distributed Labels,2023-07-31,272,550,1923,35557860,Khác
3bZGGKrMQLDGg18y2QqKFF,See Tình,Hoàng Thùy Linh,The Leader Entertainment,2022-02-20,185,163,1924,35527232,Nhạc Việt
307iMiCYAKX6sUG7P4UKWt,See Tình,Hoàng Thùy Linh,The Leader Entertainment,2022-08-11,185,466,1925,35527232,Nhạc Việt
2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),"Drake, Lil Durk",OVO,2020-05-11,232,2,1926,35440145,Nhạc nước ngoài
2XjbfQQZlPwOMTmJR2RLfC,Happy For You (feat. Vũ.),"Lukas Graham, Vũ.",Warner Records,2020-05-11,235,231,1927,35440145,Khác
5xuaCJaNAqRLwV7OO5zPiF,3 1 0 7 (feat. Duongg & Nâu),"W/N, Duongg, Nâu","HONG AN ENTERTAIMENT,.JSC",2024-06-26,235,1638,1928,35440145,Khác
4mGdjNMo0RonTlOEb7cYg4,11 Minutes (with Halsey feat. Travis Barker),"YUNGBLUD, Halsey, Travis Barker",Locomotion Recordings/Geffen Records,2019-02-14,207,24,1929,35378327,Khác
2iLgHSA5ar3kJKUWvegGPm,Permission to Dance (R&B Remix),BTS,BIGHIT MUSIC,2021-07-23,216,10,1930,35268530,Nhạc Hàn
7ssVARiCxa9KentfZXhZEr,Tèn Tèn Girls! (feat. Tlinh & Suboi),"RAP VIỆT, tlinh, Suboi",WM Vietnam,2020-07-31,202,47,1931,35138079,Khác
22PTmk4mzAVi92WiQPAcFp,"New To You (with Normani, Tinashe, & Offset)","Calvin Harris, Normani, Tinashe, Offset",Columbia,2022-07-29,303,1,1932,34823165,Khác
703QXwWn5KdNaoviarYHAO,Trời hôm nay nhiều mây cực!,Đen,Đen,2018-03-01,272,500,1933,34809822,Nhạc Việt
7oBUoEbCDF748UkHnLusUB,Chuyện Rằng,Thịnh Suy,Yin Yang Media,2020-08-08,272,1484,1934,34809822,Nhạc Việt
340UVheS8z3ncW9TTUhAbc,Nightmare,Halsey,Capitol Records,2019-05-31,217,30,1935,34808131,Nhạc nước ngoài
3a2Oftcs10wtzw6AmxuTMU,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,Olew,LOOPS Music,2023-01-02,279,743,1936,34729756,Khác
76dD9BdSOzsRJSGGBjOcUf,ngủ một mình (tình rất tình),"HIEUTHUHAI, Negav, Kewtiie",M Music Records,2022-12-15,192,442,1937,34641114,Khác
65aTHDZWUdh6WIafu9MtNF,ngủ một mình (tình rất tình),"HIEUTHUHAI, Negav, Kewtiie",M Music Records,2022-12-15,192,778,1938,34641114,Khác
3DB14jHq2qNoByUN5W2gz1,Party Up The Street,"Miley Cyrus, Swae Lee, Mike WiLL Made-It",RCA/Legacy,2019-05-31,222,1,1939,34589389,Khác
6aHCXTCkPiB4zgXKpB7BHS,Trivia 承 : Love,BTS,BIGHIT MUSIC,2018-08-30,156,9,1940,34392402,Nhạc Hàn
5OdI6v2L7Aez4cclpbojiZ,stay a little longer,ROSÉ,Atlantic Records,2024-12-06,247,58,1941,34134937,Nhạc Hàn
2nR51wakN5K3AJENqGaNg9,Bài Này Chill Phết,"Đen, MIN",Đen,2019-01-01,276,1962,1942,34129229,Khác
2H2lubrTCaCxV71qS5rUNi,EVERYDAY (REMIX),WINNER,YG Entertainment,2019-05-21,276,1,1943,34129229,Nhạc Hàn
0ObH6HhEWiI2kXBJ4tusbQ,i don't know (with HUH YUNJIN of LE SSERAFIM),"j-hope, HUH YUNJIN",BIGHIT MUSIC,2024-03-29,183,3,1944,34031912,Khác
1J12HjUuXfJnaUdubTEzSR,Nghe Như Tình Yêu,HIEUTHUHAI,M Music Records,2021-07-09,193,1230,1945,33846376,Nhạc Việt
39p4Z2pUEn6B9OeSXcqOGP,Bỏ Em Vào BaLo,Tân Trần,MaiDao Music,2021-07-09,193,21,1946,33846376,Khác
6D90VTeGEWYX5AkAtjHZh1,Like Crazy (Deep House Remix),Jimin,BIGHIT MUSIC,2023-03-26,181,7,1947,33561321,Nhạc Hàn
3xvYvJAa0iUVKKsYcuDNlK,Hard On Yourself,"Charlie Puth, blackbear",Rumson Records,2013-01-01,293,2,1948,33392279,Khác
0tWqngfOXKN1xOlYK4WwVw,Âm Thầm Bên Em,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2017-04-01,293,1380,1949,33392279,Nhạc Việt
2wZAvkgiOE5tyrnqhB69KA,Âm Thầm Bên Em,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2017-04-01,293,1563,1950,33392279,Nhạc Việt
4HxGH28DitgAuuKpEVrLzN,two years,ROSÉ,Atlantic Records,2024-12-06,168,58,1951,33272836,Nhạc Hàn
08ULi904W2Po6pVj8nN7KC,đưa em về nhàa,"GREY D, Chillies",M Music Records,2023-04-24,240,313,1952,33237265,Khác
5LQpQ6SDeaz6SIkR0lvsoC,đưa em về nhàa,"GREY D, Chillies",M Music Records,2023-04-24,240,649,1953,33237265,Khác
1mKDbug8bbfDmLe7I4CJpe,Gác Lại Âu Lo (feat. Miu Lê),"Da LAB, Miu Lê",Yin Yang Media,2020-07-25,283,1209,1954,33213926,Khác
4P6IttK2PRBjyr3fm0pP7t,Past Life (with Selena Gomez),"Trevor Daniel, Selena Gomez",Alamo,2018-03-01,283,3,1955,33213926,Khác
4Ba99csVDlRFQILO5cSi7I,Blue Tequila,Táo,Yin Yang Media,2020-08-28,205,687,1956,32985802,Nhạc nước ngoài
27Z9T0mSWHYWSj9SNOGvyt,Thằng Điên,"JustaTee, Phương Ly",NGUYEN THANH TUAN,2022-07-11,234,913,1957,32895113,Khác
0PJSXtjkdTjJzZAMyNus02,Music Box : Reflection,j-hope,BIGHIT MUSIC,2022-07-15,71,18,1958,32894065,Nhạc Hàn
71bBFbfn2OBK5QwUJSLS44,More Than You Know,Axwell /\ Ingrosso,Pophouse Entertainment Group,2017-11-17,212,33,1959,32874206,Khác
6Yr49px8UOb8LEwY2eORNV,They Said,"Binz, Touliver",Spacespeakers,2019-03-26,215,375,1960,32613827,Khác
7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo,Olivia Rodrigo PS,2018-04-01,215,126,1961,32599828,Nhạc nước ngoài
2ve5NyzWHUbIYxL33goCX7,Wow.,Post Malone,Republic Records,2018-04-01,215,164,1962,32599828,Nhạc nước ngoài
68nqgUs4Wzhje6w4HrSWet,Butter (Sweeter Remix),BTS,BIGHIT MUSIC,2021-06-04,162,28,1963,32314449,Nhạc Hàn
6QqLjFssCtiZWKET97Qv3n,Nơi Này Có Anh,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2017-04-01,260,1698,1964,32288662,Nhạc Việt
5rSAUmbOg4giDrM29vUyHe,Nơi Này Có Anh,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2017-04-01,260,1881,1965,32288662,Nhạc Việt
3Sg9sJ1VxG91hvcRFrVuH7,Nham Mat Thay Mua He OST - Original,Nguyên Hà,Music in Air,2018-06-09,201,519,1966,32253454,Nhạc Việt
1R6VwZ8TuHRzxZUxe88n4I,Rule The World (feat. Ariana Grande),"2 Chainz, Ariana Grande","Gamebread, LLC / Def Jam Recordings",2019-02-27,200,1,1967,32253257,Khác
4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,UMGRI Interscope,2013-01-01,260,601,1968,32236158,Nhạc nước ngoài
4jWmhzf53Q0ZvZMuGdiR9x,shhhhhhh..,"WEAN, tlinh",WEAN,2023-10-07,231,483,1969,31951629,Khác
5tDxLjAnkojfnXnjOk6mvh,Like Crazy (UK Garage Remix),Jimin,BIGHIT MUSIC,2023-03-26,210,7,1970,31859355,Nhạc Hàn
2D9mO7arRSeHAEHNVAacaA,Seven (feat. Latto) (Instrumental),"Jung Kook, Latto",BIGHIT MUSIC,2023-07-14,184,2,1971,31745579,Nhạc nước ngoài
4AgFXIVT7hVhBZ5DEOaLu3,tiny love,Thịnh Suy,Yin Yang Media,2021-12-05,158,1061,1972,31662980,Nhạc Việt
18uwL0vNUanqZH0ro2QcOP,comethru,Jeremy Zucker,Republic Records,2019-02-15,215,1067,1973,31656265,Nhạc nước ngoài
7tFwBnuaGXqiiONukPRaCo,Miên Man,Minh Huy,LOOPS Music,2022-06-24,198,520,1974,31600940,Nhạc Việt
4nNkpu8vY9BtDKUFnDc3YD,Miên Man,Minh Huy,LOOPS Music,2023-09-14,205,16,1975,31600940,Nhạc Việt
3uT8QfoX0BE8ZJa4h98LDW,Wrong Times,"Puppy, Dangrangto",MaiDao Music,2023-05-17,211,441,1976,31558115,Khác
65cM1nyMf9pFDZVV8xmPX9,dự báo thời tiết hôm nay mưa,GREY D,M Music Records,2022-11-22,281,801,1977,31395581,Nhạc Việt
7bFFUPBiF15n8m8RziqS4o,dự báo thời tiết hôm nay mưa,GREY D,M Music Records,2022-11-22,281,465,1978,31395581,Nhạc Việt
6aaNsCMWPBaUuJE1grH6Po,Có Chắc Yêu Là Đây,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2020-07-06,202,1179,1979,31355740,Nhạc Việt
6HpDKKSDZ8QpSHfikENIBC,Gác Lại Âu Lo (feat. Miu Lê),"Da LAB, Miu Lê",Yin Yang Media,2020-07-06,202,418,1980,31355740,Khác
2SL6oP2YAEQbqsrkOzRGO4,Venom - Music From The Motion Picture,Eminem,Aftermath,2018-08-24,247,2,1981,30975492,Nhạc nước ngoài
5INyAMdQg6xDb1dcm2ncJf,Anh Thương Em Nhất Mà? (feat. Log & TiB),"Thùy Trang, LOG, Tib",Yin Yang Media,2019-07-15,201,44,1982,30746904,Khác
28bxbqNcAuNxYDZYet6eZ7,Chỉ Một Đêm Nữa Thôi,"RPT MCK, tlinh",N0L4B3L,2023-03-02,142,687,1983,30741915,Khác
5J3m0taZ0W1E9HTE0MwcSv,Simp Gái 808,Low G,Rap Nhà Làm,2023-10-18,162,473,1984,30498667,Nhạc Việt
7f5np1evozJ5kXUXXztTSm,Hate that…,"KEY, TAEYEON",SM Entertainment,2021-08-30,185,1,1985,30401898,Nhạc Hàn
3aKXtIPNRoD73KLpsNnNoK,lock / unlock (with benny blanco & Nile Rodgers),"j-hope, Nile Rodgers, benny blanco",BIGHIT MUSIC,2024-03-29,182,3,1986,30348788,Khác
4zFgUpC8z88A9aEo7dnRPN,Trên Tình Bạn Dưới Tình Yêu,MIN,MIN,2022-03-22,199,904,1987,30285467,Nhạc Việt
71XAPIWKPk5fvPDWjykA1B,Sau Tat Ca. - Original,ERIK,Music in Air,2019-04-01,270,390,1988,29943774,Nhạc Việt
0SLhB9JLM4Ksz1XdwK3aQD,Hà Nội,"Obito, Shiki, VSTRA",12 trái lê,2023-10-10,166,265,1989,29866108,Khác
5PGh9MyKry8slG5AfvD1eD,Hà Nội,"Obito, Shiki, VSTRA",12 trái lê,2023-10-10,166,478,1990,29866108,Khác
3OVMe3H6iAxbLF8iD2UYrw,Chúng Ta Của Tương Lai,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2024-03-08,250,331,1991,29769029,Nhạc Việt
3qhYidu0cemx1v9PgTtpS5,Chúng Ta Của Tương Lai,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2024-03-08,250,40,1992,29769029,Nhạc Việt
0E13SojrSD7WpPyvzqZaKR,Anh Đừng Đi,"Lyly, Andiez",Universal Music Indochina Distributed Labels,2021-05-05,293,10,1993,29759104,Khác
1qXl1gJnHmBDRF34W0dQpl,Gió (Chill Version),Vũ Cát Tường,Viettel,2019-12-06,293,1,1994,29759104,Nhạc Việt
2oVoSgGAlog02WQ2pLCxcT,Now You're Gone (feat. Zara Larsson),"Tom Walker, Zara Larsson",Relentless Records,2019-03-01,192,1,1995,29745991,Khác
3IA9LkBEVhJDOxOnh1nf8a,Butter (Holiday Remix),BTS,BIGHIT MUSIC,2021-12-03,162,29,1996,29509927,Nhạc Hàn
6GJi4nSZOiTOU2FhsgxWyH,Bước Qua Nhau,Vũ.,WM Vietnam,2021-11-11,258,295,1997,29330493,Nhạc Việt
38rjRVqEHSlDRrDWDvjkqW,Bước Qua Nhau,Vũ.,WM Vietnam,2022-09-09,258,838,1998,29330493,Nhạc Việt
7ILEWkpfdK6AjH2D7jppWk,Don't Check On Me (feat. Justin Bieber & Ink),"Chris Brown, Justin Bieber, Ink",Chris Brown Entertainment/RCA Records,2019-07-01,246,28,1999,29246953,Nhạc nước ngoài
3ywloFncaUlYKlxcmGB3vT,Hãy Trao Cho Anh,"Sơn Tùng M-TP, Snoop Dogg",Universal Music Indochina Distributed Labels,2019-07-03,246,1,2000,29246953,Khác
0kHgteR4TV4LO80wrasDSR,Bạn Đời,"Karik, GDucky",WM Vietnam,2023-10-04,301,271,2001,29200562,Khác
0fGJiHH6xSUJU1MAVjxq5m,Bạn Đời,"Karik, GDucky",WM Vietnam,2024-07-11,306,485,2002,29200562,Khác
3DeK5G7OhuJ1P1462XXgIu,Falling,Jin,BIGHIT MUSIC,2024-11-15,179,1,2003,29129663,Nhạc Hàn
6KgZf5gZgF1KLNxq1qZgHP,Anh Là Ngoại Lệ Của Em,Phương Ly,WM Vietnam,2023-10-05,188,484,2004,29110705,Nhạc Việt
4xbq37lr4SuP3kuxj9y8gp,Another Level,Jin,BIGHIT MUSIC,2024-11-15,163,1,2005,29040501,Nhạc Hàn
6nhc3daOpKaZBRj2ZFWfc7,My Universe - Acoustic Version,"Coldplay, BTS",Parlophone UK,2021-09-27,223,5,2006,29023662,Nhạc nước ngoài
7cjojsJwncbiCI0rqOOf9j,To My First,NCT DREAM,SM Entertainment,2022-05-30,183,2,2007,28968790,Nhạc Hàn
6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),"Avicii, Sandro Cavazza",Universal Music AB,2018-12-19,208,51,2008,28884879,Nhạc nước ngoài
41CgzGD7xlgnJe14R4cqkL,Paris in the Rain,Lauv,Lauv,2018-05-31,170,163,2009,28865489,Nhạc nước ngoài
5yrPkBvOBvqfSjDhoRzDlO,Tại Vì Sao,"RPT MCK, LOPE PHAM",CDSL,2022-09-23,203,160,2010,28619871,Khác
3440g8awr2l0E5Yy2X5Epk,Tại Vì Sao,RPT MCK,N0L4B3L,2023-03-02,203,739,2011,28619871,Nhạc Việt
0Gxnj8yTGYxMYyWcR4wawW,on the street (solo version),j-hope,BIGHIT MUSIC,2024-03-29,192,4,2012,28300466,Nhạc Hàn
1S2bDD6ShRSHgcC5m9Qkf0,cô gái nhân ái,Phùng Khánh Linh,Universal Music Indochina Distributed Labels,2018-03-01,234,8,2013,28167525,Nhạc Việt
4Iz5EWPCAT8jYNk4IpLoll,Dù Cho Mai Về Sau,buitruonglinh,Yin Yang Media,2020-11-17,234,1397,2014,28167525,Nhạc Việt
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Bruno Mars,Atlantic Records,2021-06-04,162,238,2015,28124697,Nhạc nước ngoài
2xOhv7XudrBDtkID1jwsFE,Từng Là,Vũ Cát Tường,Universal Music Indochina Distributed Labels,2024-03-01,253,337,2016,28086704,Nhạc Việt
43OkLcIBJxhuIvyxY6Fqiu,ĐÃ TỪNG LÀ,Vũ.,WM Vietnam,2020-04-29,197,125,2017,28012267,Nhạc Việt
3DLtPObflLQBodZN8qGODT,2AM,"JustaTee, BigDaddy",WM Vietnam,2022-05-10,258,1004,2018,27780036,Khác
3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,RCA Records Label,2021-06-28,237,108,2019,27697520,Nhạc nước ngoài
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),"Sam Smith, Normani",PLG - Capitol,2019-01-01,213,583,2020,27676558,Nhạc nước ngoài
6eB2sy8qqovVEuSS6cGRb7,Yêu Một Người Có Lẽ,"Lou Hoàng, Miu Lê",Onlyc Entertainment,2022-11-30,253,480,2021,27421248,Khác
2o4dDfLK6NVI7TjBm5VoMv,Yêu Một Người Có Lẽ,"Lou Hoàng, Miu Lê",Onlyc Entertainment,2016-03-07,254,1112,2022,27421248,Khác
4hNVgNMncBxoYrb5D7dikN,pages,WIMY,BAD KIDS,2023-10-27,199,36,2023,27414739,Khác
4OXAneZHFJyQV1RuzCzmH3,"Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)","VSOUL, RPT MCK, Obito, Ronboogz, Boyzed",12 trái lê,2023-12-25,292,402,2024,27329740,Khác
1khMN4Adfi3LrZvxOq4YM5,"Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)","VSOUL, RPT MCK, Obito, Ronboogz, Boyzed",12 trái lê,2023-12-25,292,264,2025,27297270,Khác
6rVaOdWvFaNyVVXda0NPJy,Nàng Thơ,Hoàng Dũng,Yin Yang Media,2020-09-25,222,409,2026,27175474,Nhạc Việt
0AfV1Fr2nWmXFxC3RkhawH,Ra Là Em Đâu Quá Mong Manh,Charmy Pham,Tinh Tam Bui,2019-07-03,177,186,2027,27048596,Khác
6SM3TJaWkmT8Iq8l9J0BIS,Dynamite (Holiday Remix),BTS,BIGHIT MUSIC,2020-12-11,213,2,2028,26931719,Nhạc Hàn
255vSRpVq5YYKBJiem1BVx,Chơi Như Tụi Mỹ,Andree Right Hand,$maker Music,2022-12-30,161,607,2029,26866900,Nhạc Việt
5sTLGx6c7YRwnrWm6O091n,Supernova Love,"IVE, David Guetta",Virgin,2024-11-08,200,7,2030,26794650,Nhạc nước ngoài
1nwdfbj4UyRMpa9L98a4Yi,Blue Side,j-hope,BIGHIT MUSIC,2021-03-02,199,9,2031,26746964,Nhạc Hàn
41DlPJXKTCypXdf2eSqa03,bình yên,"Vũ., Binz",WM Vietnam,2024-09-27,196,156,2032,26639397,Khác
5IZDnmnMBzLnE6APoYL26d,bình yên,"Vũ., Binz",WM Vietnam,2024-08-29,202,18,2033,26533771,Khác
6D94p9ASguBcYlDC0o56vx,NOLOVENOLIFE,HIEUTHUHAI,M Music Records,2023-10-16,171,473,2034,26336976,Nhạc Việt
4X2vrRE8Pi5hBMbWRjofAU,NOLOVENOLIFE,HIEUTHUHAI,M Music Records,2023-10-16,171,137,2035,26336976,Nhạc Việt
5Yn6iA7o8aUHxB4sJQmVwu,是你,梦然,沈阳匠人音乐文化传播有限公司,2022-01-01,222,46,2036,26293305,Nhạc Trung
7gYKASXibOLyet8JTBJOO2,是你,梦然,沈阳匠人音乐文化传播有限公司,2022-07-25,223,105,2037,26293305,Nhạc Trung
2JuHIbFudHwDqQssgqsH3i,Lệ Lưu Ly,"Vũ Phụng Tiên, DT TAP RAP, Drum7",Big Arts Entertainment,2023-09-20,201,499,2038,26241290,Khác
5QiNbIilmMiMBXvaAlf7lN,Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",Disruptor Records/Columbia,2019-05-15,204,189,2039,26152388,Nhạc nước ngoài
7AD5F85waSb3yZxZxEXhJM,Có Ai Thương Em Như Anh,"Tóc Tiên, Touliver",Yin Yang Media,2018-01-01,231,868,2040,26044167,Khác
5Msoarj5hk9LguTtiIyqug,Ngày Đầu Tiên,Đức Phúc,Duc Phuc,2022-02-11,209,779,2041,26004841,Nhạc Việt
5c2BZj7YSGHwvjf2CtO2S4,I will come to you,Jin,BIGHIT MUSIC,2024-11-15,157,1,2042,25977654,Nhạc nước ngoài
074ZzFyAvexkC3IWB2E6kK,Anh Đánh Rơi Người Yêu Này,"Andiez, AMEE",MaiDao Music,2022-11-30,208,26,2043,25950388,Nhạc nước ngoài
0Nz6SyAceTkTy4lCDgqFJ7,Anh Đánh Rơi Người Yêu Này,"Andiez, AMEE",MaiDao Music,2019-07-15,218,159,2044,25950388,Nhạc nước ngoài
5J90ah0ppUSev1uahqQiN6,Anh Đánh Rơi Người Yêu Này,"Andiez, AMEE",MaiDao Music,2019-07-15,218,799,2045,25950388,Nhạc nước ngoài
71Q8QWLpvwvfQ6zM5BdCnm,Liệu Giờ (feat. Văn),"2T, Văn",LOOPS Music,2019-04-14,259,1569,2046,25876094,Khác
59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,Jason Derulo,Atlantic Records,2019-04-20,259,103,2047,25876094,Nhạc nước ngoài
4Wdwvi2C5MD8zDi9Kg3x4X,Chúng Ta Sau Này,T.R.I,Yin Yang Media,2019-04-14,259,212,2048,25876094,Nhạc Việt
5hkAuvgkOrd4KpDOlCNsvW,Waiting For You,"MONO, Onionn.",M Music Records,2022-08-18,266,410,2049,25788616,Khác
3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylor’s Version),Taylor Swift,Taylor Swift,2021-04-20,228,18,2050,25654673,Nhạc nước ngoài
76KYaCx7UjHwlnrqzcovLZ,10 Ngàn Năm,PC,12 trái lê,2019-12-21,240,779,2051,25550895,Nhạc nước ngoài
2pm7K14nHj2fLrpU8j9bit,10 Ngàn Năm,PC,12 trái lê,2019-12-21,240,962,2052,25550895,Nhạc nước ngoài
2a5hng9yXtbjtTVVm9UviC,Mơ,Vũ Cát Tường,Universal Music Indochina Distributed Labels,2016-01-01,262,858,2053,25503517,Nhạc Việt
6Q2oEdOhRjZ1DTv2a7j0lN,Ghé Qua,"PC, Dick, tofutns",12 trái lê,2018-03-17,237,1570,2054,25503091,Khác
3z06k8YF9CqX0CGFrlekOK,everything sucks,vaultboy,Fast Friends,2017-12-08,237,49,2055,25503091,Nhạc nước ngoài
0Z2aGSjqO9RI3AKNwLSonR,Buồn Làm Chi Em Ơi,Hoài Lâm,NhacCuaTui,2019-02-16,237,17,2056,25503091,Nhạc Việt
4ecVWqbtW6phQGpZMAyqIU,Not Shy,ITZY,Republic Records - ITZY,2020-08-28,198,60,2057,25281474,Nhạc Hàn
1UQNU5O9VttUgO16pxUnjw,Đánh Đổi,"Obito, Shiki, RPT MCK",12 trái lê,2023-10-10,227,479,2058,25263317,Khác
2doGmsaPLdot51o80juiYU,Đánh Đổi,"Obito, Shiki, RPT MCK",12 trái lê,2023-10-10,227,266,2059,25263317,Khác
3Ys2PYl1wyPKQIwyqhP9cQ,Stay Gold,BTS,Universal Music LLC,2018-08-19,166,131,2060,25254578,Nhạc Hàn
2JqnpexlO9dmvjUMCaLCLJ,Love Someone,Lukas Graham,Warner Records,2018-08-29,166,37,2061,25237938,Nhạc nước ngoài
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,Vertigo Berlin,2019-05-31,190,987,2062,25170020,Nhạc nước ngoài
58GV8DCjojFSplLejcHIYu,i'm so tired...,"Lauv, Troye Sivan",Lauv,2020-02-14,144,400,2063,25099644,Khác
2uZmeuNAxSm7XfVIwLkhCx,nhắn nhủ,Ronboogz,MaiDao Music,2023-12-12,241,414,2064,24843775,Nhạc Việt
5AVPelpkccFdZdepfo2GhM,Sirenen (feat. AK Ausserkontrolle),"Kontra K, AK AUSSERKONTROLLE",BMG Rights Management GmbH,2020-08-28,197,2,2065,24649030,Khác
5sPaFuUttXaGeMhq1HKJG5,Cross Your Mind,Calum Scott,Capitol Records,2022-06-17,213,7,2066,24631466,Nhạc nước ngoài
6qI0MU175Dk2DeoUjlrOpy,911,Lady Gaga,Interscope,2020-06-01,225,4,2067,24622856,Nhạc nước ngoài
4jEd2Akotr3xWhR36Xcuhw,Suýt Nữa Thì,Andiez,"HONG AN ENTERTAIMENT,.JSC",2018-08-13,286,325,2068,24533294,Khác
3eng6TJxpqjvDkxRpnfnhB,Big Plans,Why Don't We,Atlantic Records,2018-03-01,283,142,2069,24533294,Nhạc nước ngoài
