id,track_name,artist_names,source,release_date,duration,peak_rank,previous_rank,days_on_chart,rank,streams
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,Republic Records,2020-03-26,159,35,198,669,184,1734173933
1mpD5Q8IM32I4bF6eCpU74,Up All Night,Khalid,"Right Hand Music Group, LLC/RCA Records",2018-10-05,159,108,153,15,185,1734173933
6KTRt7BwXjCYjhzdQOc9dz,Vì Một Câu Nói,Hoàng Dũng,Yin Yang Media,2021-03-19,198,99,145,10,186,1732381360
3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",Capitol Records UK / EMI,2022-09-22,157,34,75,101,187,1730274360
0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",Capitol Records UK / EMI,2023-01-27,157,34,179,191,188,1730274360
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),"Post Malone, 21 Savage",Republic Records,2018-06-22,191,112,-1,19,189,1729351087
1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",KIDinaKORNER/Interscope Records,2021-10-28,173,15,66,96,190,1723443361
1HhNoOuqm1a5MXYEgAFl8o,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",Kid Ina Korner / Interscope,2021-09-03,173,15,166,214,191,1723443361
3AyLh4R4D3fQfyqCsTdFf3,See U Later,BLACKPINK,YG Entertainment,2018-06-15,236,6,80,17,192,1721474955
2hYlWnPvVZtQZGWfb35HPQ,I'm Not The Only One,Sam Smith,PLG - Capitol,2018-05-30,236,97,-1,33,193,1721474955
6NFyWDv5CjfwuzoCkw47Xf,Delicate,Taylor Swift,"Big Machine Records, LLC",2008-01-01,261,7,157,254,194,1710268807
1cTZMwcBJT0Ka3UJPXOeeN,Nice For What,Drake,Cash Money/Drake LP6,2018-04-06,253,37,39,8,195,1707247311
4fFfyouye6vrX9o9z4PVMu,Never Not,Lauv,Lauv,2020-04-17,182,66,188,30,196,1702814388
0F7FA14euOIX8KcbEturGH,Old Town Road,Lil Nas X,Columbia,2019-08-23,221,98,196,90,197,1692874825
1almCHdsfikRPfVB9VrEdT,Little Do You Know,Alex & Sierra,Syco Music/Columbia Records,2014-08-24,197,106,200,211,198,1691036538
37DVuXUPIFPsYBmr6hBoxA,FLOWER ROAD,BIGBANG,YG Entertainment,2017-06-02,218,6,59,33,199,1687906452
2qLMf6TuEC3ruGJg4SMMN6,Lucky,"Jason Mraz, Colbie Caillat",Atlantic Records/ATG,2017-10-20,209,186,-1,1,200,1687860093
0WdGQhoAP2LBsqr5Jhit2g,What Lovers Do (feat. SZA),"Maroon 5, SZA",Interscope Records*,2017-04-27,203,73,-1,42,201,1684901218
09PGubKAMryhOWv1LHpCYz,"fuck, i'm lonely","Lauv, Anne-Marie",Lauv,2020-01-17,211,31,177,282,202,1662483138
6jreFSOTUAViWjKyzOC4Kg,REMEDY,Alesso,10:22 pm,2018-09-28,213,90,90,2,203,1662189332
4LWi5iOFhtccqLAWmInFXq,This Way,CARA,Yin Yang Media,2020-04-17,169,90,-1,52,204,1660022242
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,RCA Records Label,2023-09-15,132,91,173,206,205,1659132744
3AFfyUXTfj12PgrOkZiiJo,Treat You Better,Shawn Mendes,Island Records,2016-06-24,295,192,192,2,206,1658277751
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",XO / Republic Records,2023-06-23,245,9,107,589,207,1657053685
1VNWdmXSbaNrnWod10WIL0,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",Universal Republic Records,2024-02-09,245,9,53,284,208,1657053685
51Fjme0JiitpyXKuyQiCDo,Lalala,"Y2K, bbno$",Columbia,2019-06-04,131,66,167,84,209,1642960195
1SmiQ65iSAbPto6gPFlBYm,It’s Nice To Have A Friend,Taylor Swift,Taylor Swift,2019-08-30,131,35,139,10,210,1642960195
60Z57Wdrn0pEVpHI7d7GAX,Stepping Stone,Eminem,Aftermath,2018-04-27,187,80,97,2,211,1640615389
3pWcj8hxj3fsb9TDAcMpEl,Somebody,"The Chainsmokers, Drew Love",Disruptor Records/Columbia,2018-04-27,187,18,70,72,212,1640615389
3eydp9rHJAskzOevEBK267,E-Lo (feat. Jozzy),"Los Unidades, Pharrell Williams, Jozzy",Parlophone UK,2018-11-30,213,72,-1,1,213,1630543481
5nq1uTNIR1cBR72T87viS0,Go Go,BTS,BIGHIT MUSIC,2017-03-16,212,21,82,39,214,1630543481
3ZYrI2prWaAm1RbpCqZzlO,Chạy Ngay Đi - Onionn Remix,"Sơn Tùng M-TP, Onionn.",Universal Music Indochina Distributed Labels,2018-01-23,185,12,155,121,215,1596025047
08bNPGLD8AhKpnnERrAc6G,FRIENDS,"Marshmello, Anne-Marie",Atlantic Records UK,2018-01-23,185,2,169,792,216,1596025047
54l9GJGQ1UCFKe2tzt1Vxt,Only You (with Little Mix),"Cheat Codes, Little Mix",Syco Music,2018-06-08,185,69,86,16,217,1587352898
4R9ATNRRl1uth17i5qDCc0,I.F.L.Y.,Bazzi,iamcosmic,2019-06-21,157,26,33,14,218,1579597098
32107DdzIGbVs9Pi54MuRS,Hope Not,BLACKPINK,YG Entertainment,2019-04-05,157,4,143,42,219,1579389894
5MvLsT03RBp67RLoeISCdl,Do You Mean,"The Chainsmokers, Ty Dolla $ign, bülow",Disruptor Records/Columbia,2014-01-01,219,91,160,6,220,1579326481
2UsTwA22zxwLVlo3GTgTeA,Giac Mo Chi La Giac Mo,Hồ Ngọc Hà,Music Faces,2018-04-27,221,12,51,47,221,1578739945
3zDMUqo3OlHypgseQr0zsl,Giấc Mơ Có Thật,Lệ Quyên,Viết Tân Studio,2018-02-23,221,18,18,2,222,1578739945
014DA3BdnmD3kI5pBogH7c,Cứ Chill Thôi,"Chillies, SUNI, Rhymastic",WM Vietnam,2020-07-24,240,4,86,1272,223,1574927209
6cp4s1rgbb1WMK5HkPi0Dz,You Are Mine,Vũ Cát Tường,Universal Music Indochina Distributed Labels,2017-10-06,212,168,168,2,224,1570483302
3Lpk4lQN6nziIwI7pY8NO2,Dấu Mưa,Trung Quân,Yin Yang Media,2020-10-30,172,102,-1,18,225,1564696475
3wNvWpjcNED10BStY9A4l3,Tay To,"Rapital, RPT MCK, Phongkhin",M Music Records,2016-01-29,218,91,91,249,226,1563637656
0B5ZyLZ8taJilRzYcySjaW,Về Quê Ăn Tết,"Phương Mỹ Chi, Hien Thuc",Yin Yang Media,2016-04-01,226,181,-1,1,227,1559832414
7bad461siaxECNlaYsmIo6,Love Story,Taylor Swift,"Big Machine Records, LLC",2016-07-29,196,134,-1,100,228,1559295282
2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,Lana Del Rey,Polydor Records,2013-01-01,236,128,-1,20,229,1548205168
6g1NlCpW7fgqDnWbCCDrHl,Wake Me Up,Avicii,Universal Music AB,2015-10-02,231,2,105,43,230,1546053380
5hM6sP0Gh1jD57drszNueC,For You (With Rita Ora),"Liam Payne, Rita Ora",Capitol Records UK / EMI,2015-11-13,230,171,194,2,231,1545030327
4BLpd6QINAs4UXd1lVtdhj,Dangerously,Charlie Puth,Artist Partner,2017-02-16,221,69,190,138,232,1536644389
2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",Republic Records,2022-12-02,222,30,-1,185,233,1533565703
3GRSqlALWISqLeNncZMbpX,Mean It,"Lauv, LANY",Lauv,2019-10-10,164,35,58,48,234,1533485859
5IgjP7X4th6nMNDh4akUHb,Under The Influence,Chris Brown,Chris Brown Entertainment/RCA Records,2019-10-04,185,86,191,151,235,1522922452
4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Billie Eilish,Darkroom/Interscope Records,2021-07-30,299,11,168,54,236,1517278383
0ZP4bO2ywAv44HiEzzHaq5,Ngày Mai Em Đi,"Lê Hiếu, SOOBIN, Touliver",Space Speakers,2018-02-09,203,2,155,1410,237,1507792965
4dF0mDPTlpjThf1mJyK83B,tokyo,RM,BIGHIT MUSIC,2018-10-18,229,2,12,11,238,1506873591
1gsb4CFzUMERAkfzAKwrZu,Siren,SUNMI,MAKEUS ENTERTAINMENT,2018-09-14,229,50,59,2,239,1506873591
2VxeLyX666F8uXCJ0dZF8B,Shallow,"Lady Gaga, Bradley Cooper",A Star is Born OST,2018-10-05,210,1,-1,561,240,1504732079
0s7wXifcEHCo9OgELbNv8d,If,Vũ Cát Tường,Universal Music Indochina Distributed Labels,2018-10-05,210,3,197,503,241,1504732079
1WSGTYKLEpKfNQYYW5Oymt,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco, Selena Gomez, J Balvin, Tainy",NEON16/Friends Keep Secrets/Interscope Records,2019-03-01,181,12,130,62,242,1503874266
3jsWXhE5NuPWQ4IHplv2zt,BIRTHDAY,JEON SOMI,THEBLACKLABEL,2019-06-07,181,13,147,95,243,1503231935
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,BIGHIT MUSIC,2024-07-19,171,1,13,197,244,1499376658
1Av69kr9JitqPWo7WJLS5q,Can We Kiss Forever?,"Kina, Adriana Proenza",Columbia,2019-07-26,158,16,30,34,245,1495798221
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Mitski,Dead Oceans,2023-09-15,138,28,-1,385,246,1486826377
54ipXppHLA8U4yqpOFTUhr,Bones,Imagine Dragons,Kid Ina Korner / Interscope,2022-07-01,165,59,169,87,247,1480812097
0HqZX76SFLDz2aW8aiqi7G,Bones,Imagine Dragons,KIDinaKORNER/Interscope Records,2022-03-11,165,59,102,20,248,1480812097
0Ult84lvFuqNvbyXwyRQ58,I Miss You (feat. Julia Michaels),"Clean Bandit, Julia Michaels",Atlantic Records UK,2017-04-20,209,64,165,63,249,1473947133
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji,88rising Music,2022-06-10,233,2,97,144,250,1471120404
4ewazQLXFTDC8XvCbhvtXs,Glimpse of Us,Joji,88rising Music,2022-11-04,233,2,180,355,251,1471120404
5sOch9Cf4uxcMtwFzMtNqQ,Delicate,Taylor Swift,"Big Machine Records, LLC",2016-03-25,251,7,-1,323,252,1470825361
1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At The Disco,DCD2 / Fueled By Ramen,2019-01-11,171,35,85,32,253,1470390206
4tyX1rw9X309WkEdh2As4B,coney island (feat. The National),"Taylor Swift, The National",Taylor Swift,2021-03-05,242,62,100,5,254,1463259432
02VBYrHfVwfEWXk5DXyf0T,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Aftermath Entertainment/Atlantic,2021-11-11,242,3,188,513,255,1463259432
1LPSkqVhWVRUkKE03YUkpB,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Aftermath Entertainment/Atlantic,2021-11-11,242,3,186,376,256,1463259432
0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,Kreatell Music,2017-07-28,203,55,117,19,257,1459891379
4V1BqUA97pWQpPB3gxWwoQ,Để Mị Nói Cho Mà Nghe,Hoàng Thùy Linh,The Leader Entertainment,2019-06-28,198,3,10,114,258,1456339968
5FLcMjsPJrLxQpKulcyRqR,Có Chàng Trai Viết Lên Cây (Original),Phan Mạnh Quỳnh,Yin Yang Media,2019-07-12,198,5,10,22,259,1456339968
6ZRuF2n1CQxyxxAAWsKJOy,Nights Like This (feat. Ty Dolla $ign),"Kehlani, Ty Dolla $ign",TSNMI / Atlantic,2019-01-24,193,34,118,40,260,1454473701
7uzib3dSSwgUwcD3z0k3bR,FXXK IT,BIGBANG,YG Entertainment,2017-08-11,164,85,118,2,261,1448842053
7AFASza1mXqntmGtbxXprO,changes,XXXTENTACION,"Bad Vibes Forever, LLC",2018-05-16,233,30,-1,137,262,1448155756
04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,Bebe Rexha,Warner Records,2018-06-29,218,18,158,756,263,1436474599
3JJYIoJ5FyY9E0DGjr7SXF,Enemies,Lauv,Lauv,2018-03-16,122,25,39,46,264,1436161062
6A1Fp35pdTxUD5mb5BpjJE,Người Ta Có Thương Mình Đâu,Trúc Nhân,POPS MUSIC,2018-06-29,218,1,177,695,265,1436079425
0mecMCPM6Szdr74FQCkIXo,Đừng Hỏi Em,Mỹ Tâm,MT Entertainment,2017-10-25,198,3,197,392,266,1433813563
4j3GWI86JvSaF0BLdmgcfF,Summertime Magic,Childish Gambino,Wolf+Rothstein/RCA Records,2017-10-25,198,26,-1,18,267,1433813563
0I20rLT2MJDhcF96AjbNYo,Stay,"Zedd, Alessia Cara",UMGRI Interscope,2016-06-24,291,178,-1,3,268,1433109077
3tNE4i6TBqMdyTZxHDAn9B,Sweet but Psycho,Ava Max,Atlantic Records,2020-08-28,195,13,177,758,269,1429714507
1odExI7RdWc4BT515LTAwj,Daylight,David Kushner,"Miserable Music Group, LLC",2023-04-14,213,101,141,147,270,1419742838
0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",Guwop Enterprises/Atlantic,2018-09-12,209,49,87,16,271,1416588751
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,Joji,88rising Music,2018-10-26,209,73,85,21,272,1416065375
1I5piMfFn8xWzS48uulTPQ,Cự Tuyệt,Hồ Ngọc Hà,Ho Ngoc Ha Entertainment,2020-08-07,188,44,52,2,273,1412909660
15kQGEy89K8deJcZVFEn0N,This Feeling,"The Chainsmokers, Kelsea Ballerini",Disruptor Records/Columbia,2018-09-19,196,12,34,42,274,1409862951
3OtQmFLS5b3pTgIf44GQFJ,Side Effects,"The Chainsmokers, Emily Warren",Disruptor Records/Columbia,2018-08-17,206,31,78,35,275,1406064048
1OqDvYVDhJyFZny7XlfIyZ,Let Go,BTS,Universal Music LLC,2018-04-20,206,7,-1,12,276,1406064048
3FeVmId7tL5YN8B7R3imoM,My Universe,"Coldplay, BTS",Parlophone UK,2021-09-24,228,1,1,8,277,1405786411
46HNZY1i7O6jwTA7Slo2PI,My Universe,"Coldplay, BTS",Parlophone UK,2021-10-15,226,1,14,580,278,1405786411
2fbJ5Msx8KoDKpyufH5YsU,I'll Never Love Again - Extended Version,Lady Gaga,A Star is Born OST,2018-10-11,210,31,88,24,279,1397442865
1MgV7FIyNxIG7WzMRJV5HC,my tears ricochet,Taylor Swift,Taylor Swift,2020-07-24,262,18,36,8,280,1393342324
2aI2k39nfa3KFsa4JclQzw,DDU-DU DDU-DU,BLACKPINK,YG Entertainment,2019-01-23,214,1,193,716,281,1390167152
4QnIweD9RMqHKulopbJzsN,Hạnh Phúc Thoáng Qua,Noo Phước Thịnh,POPS WORLDWIDE,2017-03-03,208,60,86,29,282,1387469242
463PQggkmk5tTw8ug0ahOX,The Other Side (from Trolls World Tour),"SZA, Justin Timberlake",RCA Records Label,2020-02-06,163,195,-1,1,283,1385062035
1Qg9jWGDkKAGZXj5v2OG59,Wait,Maroon 5,Interscope Records*,2017-01-27,221,158,190,2,284,1375171095
6XqvFyJGdUD5IWee02ARKU,Polaroid,"Jonas Blue, Liam Payne, Lennon Stella",Positiva,2018-11-09,189,49,94,40,285,1362531530
2lYTJK94hb0fd1LQtb6Dhk,Don't Leave Me Alone (feat. Anne-Marie),"David Guetta, Anne-Marie",Parlophone (France),2018-07-17,189,17,33,35,286,1362531530
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,Djo,2022-09-16,159,149,-1,9,287,1361372077
6iXGivPFpsqKmrINhIbPvx,Buồn Thì Cứ Khóc Đi,Lynk Lee,Lynk Lee,2019-12-13,240,8,183,1831,288,1356528285
75FEaRjZTKLhTrFGsfMUXR,Running Up That Hill (A Deal With God),Kate Bush,Fish People,1985-01-01,299,55,142,63,289,1348671341
2K50WrBB07VDrzO6Z3niHX,Bao Giờ Lấy Chồng,Bích Phương,MUNIZ MUSIC COMPANY LIMITED,2018-04-06,211,40,85,35,290,1348648443
2tI4WyzqOOwC23S5m0kqcB,At My Worst,Pink Sweat$,Atlantic Records,2020-12-04,160,8,8,111,291,1348596213
0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),"Ed Sheeran, Justin Bieber",Atlantic Records UK,2019-07-05,175,2,195,419,292,1340221601
3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,Jimin,BIGHIT MUSIC,2023-03-24,212,1,135,510,293,1336106286
3Uo7WG0vmLQ07WB4BDwy7D,willow,Taylor Swift,Taylor Swift,2020-03-27,198,7,160,81,294,1333826146
6F2r4HgpJnvKDmkN6JEN6J,As I Am (feat. Khalid),"Justin Bieber, Khalid",RBMG/Def Jam,2021-05-21,164,49,53,13,295,1331788078
6jjYDGxVJsWS0a5wlVF5vS,Butter,BTS,BIGHIT MUSIC,2022-06-10,165,1,161,655,296,1331788078
1MQ97OxIEAMm5BUHbS6yHv,Giữa Đại Lộ Đông Tây,Uyên Linh,Yin Yang Media,2021-06-04,164,9,106,461,297,1331788078
1mWdTewIgB3gtBM3TOSFhB,Butter,BTS,BIGHIT MUSIC,2021-06-04,164,1,3,375,298,1331788078
6Xgq7MvZiet0hVi3KaDSgJ,Holy (feat. Chance The Rapper),"Justin Bieber, Chance the Rapper",RBMG/Def Jam,2021-05-21,176,14,139,97,299,1331475068
05mDaV9Vb3wrzjF6OPZnhq,Saint-Tropez,Post Malone,Republic Records,2019-08-23,185,43,116,40,300,1329230165
11RnXtNEodnEWOMjjPfGxY,Mùa Đông Chưa Bao Giờ Tới (feat. Vũ.),"Uyên Linh, Vũ.",Yin Yang Media,2020-11-12,185,57,-1,60,301,1328711156
5LrN7yUQAzvthd4QujgPFr,Here With Me,d4vd,Darkroom/Interscope Records,2023-05-26,242,57,148,187,302,1323310915
78Sw5GDo6AlGwTwanjXbGh,Here With Me,d4vd,Darkroom/Interscope Records,2022-09-22,242,57,160,171,303,1323310915
0dS2u2UFd88TIzDDaZDLvS,Here With Me,d4vd,Darkroom/Interscope Records,2022-09-22,242,57,-1,231,304,1323310915
3HJ0EW4kd9S1NRCm039Fsk,Kẻ Cắp Gặp Bà Già (feat. Binz),"Hoàng Thùy Linh, Binz",The Leader Entertainment,2019-10-23,206,1,189,891,305,1319367867
4kIpBfvK44bxqX7zo8K1oP,시작,Gaho,(주)블렌딩,2020-01-10,206,14,112,133,306,1319367867
0mwvf42OdAeiK27QFQv9M4,"Mashup Ngày Chưa Giông Bão, Always Remember Us This Way","Hoà Minzy, Văn Mai Hương",Yin Yang Media,2019-01-01,133,69,152,66,307,1317025873
1HbA4N1MiOsPthALesGFR1,Monster (Shawn Mendes & Justin Bieber),"Shawn Mendes, Justin Bieber",Shawn Mendes LP4-5 PS/ Island,2019-06-07,133,12,157,73,308,1317025873
6E90gq0KO6FYZVOXx8kCcC,Astronaut In The Ocean,Masked Wolf,Elektra (NEK),2021-09-10,133,15,197,207,309,1317025873
56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,Doja Cat,Kemosabe Records/RCA Records,2023-09-20,230,18,187,109,310,1310305938
2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,Doja Cat,Kemosabe Records/RCA Records,2023-08-04,232,27,30,19,311,1310305938
5odlY52u43F5BjByhxg7wg,golden hour,JVKE,JVKE,2022-09-23,209,5,199,487,312,1310094107
6GD1eomgaGT1Epto6Q5eAo,golden hour,JVKE,JVKE,2022-07-15,209,195,-1,1,313,1310094107
1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Surfaces,"Surfaces Music / TenThousand Projects, LLC",2020-01-10,238,74,173,128,314,1304660167
7gr57cYekMWriyJYbT7oZ4,HANN (Alone),(G)I-DLE,CUBE ENTERTAINMENT,2017-10-27,163,21,-1,38,315,1295774433
21uTv4ytzeEAW9S3d7Joqv,Nocturnal,SHAUN,DCTOM,2017-10-27,163,47,59,10,316,1295774433
1503Da6qbgNifRnRwIjtZe,Vùng Ký Ức,Chillies,WM Vietnam,2020-03-27,222,1,97,402,317,1295027044
26gceVsA1ybT8qsX3aYLEn,Thunder,Imagine Dragons,Kid Ina Korner / Interscope,2017-11-03,200,70,111,60,318,1289293817
6DCZcSspjsKoFjzjrWoCdn,God's Plan,Drake,Cash Money/Drake LP6,2017-11-03,200,19,-1,69,319,1289293817
7hU3IHwjX150XLoTVmjD0q,MONEY,LISA,YG Entertainment,2021-09-10,168,1,-1,487,320,1288544714
7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)","gnash, Olivia O'Brien",:):,2017-12-29,210,145,179,187,321,1286453928
7DHApOHsIFo7EyfieArYGE,Walk Me Home,P!nk,RCA Records Label,2017-11-10,212,155,178,6,322,1281550388
3NdDpSvN911VPGivFlV5d0,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN, Taylor Swift","Big Machine Records, LLC",2017-11-10,212,73,87,33,323,1280692324
76aSCJOsrOgKIxBEftvctX,Cô gái bàn bên,"Đen, Lynk Lee",Đen,2017-11-10,212,140,166,44,324,1280692324
4xjVP2Vogo0C72o6Nevq0W,RBB (Really Bad Boy),Red Velvet,SM Entertainment,2014-11-24,204,14,-1,1,325,1280374163
1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,Olivia Rodrigo PS,2023-09-08,220,8,159,66,326,1275639810
3k79jB4aGmMDUQzEwa46Rz,vampire,Olivia Rodrigo,Olivia Rodrigo PS,2023-06-30,220,8,97,33,327,1275639810
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,Island Records,2024-06-06,186,67,143,50,328,1275113251
2CYVETnhM9aytqrazYYwrK,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,Taylor Swift,2021-06-11,211,50,79,9,329,1268141098
3Vi5XqYrmQgOYBajMWSvCi,Need to Know,Doja Cat,Kemosabe Records/RCA Records,2021-06-25,211,23,156,261,330,1268141098
2ZlCGeK30BLRNSPC832pNZ,Forever (feat. Post Malone & Clever),"Justin Bieber, Post Malone, Clever",RBMG/Def Jam,2019-11-07,238,16,124,139,331,1266603437
44WLOqH7QayQOQdeUHeKUK,We are Bulletproof : the Eternal,BTS,BIGHIT MUSIC,2020-02-14,213,6,163,223,332,1265626970
1X7u3U0zsugJOqXtuUMYDF,Nếu Có Một Ngày - Original Soundtrack,Uyên Linh,MAR6,2018-11-30,181,12,181,106,333,1265549723
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,Republic Records,2024-03-08,229,12,185,230,334,1254107666
0OyQns5ayNK2OVaES0Vb8t,Righteous,Juice WRLD,Grade A Productions/Interscope Records,2019-10-17,209,123,160,5,335,1250080042
4wJ5Qq0jBN4ajy7ouZIV1c,APT.,"ROSÉ, Bruno Mars",Atlantic Records,2024-12-06,170,2,4,106,336,1242192151
4a9tbd947vo9K8Vti9JwcI,Boy With Luv (feat. Halsey),"BTS, Halsey",BIGHIT MUSIC,2019-04-12,230,1,103,1405,337,1241204139
01OFymiHwXOqOBBD1AtQJd,Hustle,P!nk,RCA Records Label,2019-04-12,230,168,-1,2,338,1240896243
2fTdRdN73RgIgcUZN33dvt,"Baby, I'm Jealous (feat. Doja Cat)","Bebe Rexha, Doja Cat",Warner Records,2020-07-03,160,96,96,7,339,1237342634
0pYacDCZuRhcrwGUA5nTBe,eight(Prod.&Feat. SUGA of BTS),"IU, SUGA",EDAM Entertainment,2020-05-08,228,1,-1,226,340,1236076823
5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",Atlantic Records,2024-10-18,170,2,13,45,341,1235678364
5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,"Tyler, The Creator",Columbia,2016-08-19,182,91,152,14,342,1234551416
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,Darkroom/Interscope Records,2023-07-13,222,86,90,2,343,1232206629
0T5iIrXA4p5GsubkhuBIKV,Until I Found You,Stephen Sanchez,Republic Records,2021-09-01,178,55,89,77,344,1228100250
6VhuP99TE6gYNQRJIlAWFD,Until I Found You,Stephen Sanchez,Republic Records,2022-08-19,177,20,181,303,345,1228100250
2yCoz2MS4TuHqvRZaP0WtJ,Là,Vũ.,WM Vietnam,2008-01-28,212,28,99,31,346,1226829979
39afswHs17v53znQm1gDTY,Take A Bow,Rihanna,Def Jam Recordings,2008-01-28,212,116,-1,16,347,1226829979
1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",Republic Records,2022-04-22,176,30,180,337,348,1220866146
6dgUya35uo964z7GZXM07g,Nonsense,Sabrina Carpenter,Island Records,2022-07-15,164,67,-1,91,349,1217480436
0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,Ariana Grande,Universal Records,1957-12-02,131,4,189,182,350,1216175981
1jg9clsGCDqOumfS0X5xm9,Living Proof,Camila Cabello,Syco Music/Epic,2019-11-08,213,149,-1,1,351,1207873312
4YXKVaWzHaVyDq2pVS5cgR,Proud,Marshmello,Joytime Collective,2019-06-14,213,77,193,8,352,1207873312
5wIMMlbIGCNAXnGy0ijojN,MILLIONS,WINNER,YGEX,2017-08-11,204,14,98,14,353,1204888569
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",Cactus Jack/Epic,2023-07-28,192,183,183,4,354,1200477780
6qAzAmPBUpGrk7XADZHR5k,LOVE SCENARIO,iKON,YG Entertainment,2018-01-19,211,15,191,505,355,1199547079
0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,WILLOW,Roc Nation W Smith P&D,2015-01-11,197,111,123,16,356,1198034549
7aFZahAkizjYeDdr7R0MpK,Mê Ly,BigDaddy,Yin Yang Media,2018-11-01,166,56,176,28,357,1196350881
4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,Atlantic/Arthouse Records,2021-08-13,169,9,-1,218,358,1194212295
37F0uwRSrdzkBiuj0D5UHI,Reminder,The Weeknd,Universal Republic Records,2016-11-25,219,135,198,45,359,1188984457
1USJRpWDFhxwhCajPXBeel,You Owe Me,The Chainsmokers,Disruptor Records/Columbia,2015-01-09,225,162,187,2,360,1188971617
71SEHJPt1iDwGkBhUOAXDP,Survival,Drake,Cash Money/Drake LP6,2018-06-29,239,51,51,3,361,1188686867
1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,"The Weeknd, Gesaffelstein",Universal Republic Records,2018-03-30,241,79,149,21,362,1184389330
63SevszngYpZOwf63o61K4,Nevermind,Dennis Lloyd,WM Italy,2018-03-29,241,35,101,86,363,1183638525
1jLlIo8HA1KdhGiaYaC4j9,So Far Away (feat. Jamie Scott & Romy Dya),"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",Epic Amsterdam,2017-08-10,182,10,146,255,364,1180007298
3wSaplIToNlxXPV45K6NOT,Gật Đầu,Jun Phạm,Yin Yang Media,2017-08-10,182,15,176,52,365,1180007298
184XtKkzoAl83quIarUAJP,YES or YES,TWICE,Republic Records - TWICE,2018-11-09,261,7,187,91,366,1175795379
1SOClUWhOi8vHZYMz3GluK,Infinity,Jaymes Young,Atlantic Records,2017-06-23,238,62,148,120,367,1167334662
37t9Z9e3sGpBsYlKOolrUB,Lạc Trôi - Sky Tour 2019,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2020-06-11,171,7,30,16,368,1162733609
